user_id,event_type,event_id,ts
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Page,ajs-next-6833c4d380a791710ca92e7d49ac6190,2022-12-13 01:32:00.956000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Pop-up Email Viewed,ajs-next-e09da6229c0c062d34c31ae4ad05f5a3,2022-12-13 01:40:51.279000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Product Viewed,ajs-next-6f1f4a04d90babcbccbb6eea46c55988,2022-12-13 01:42:21.059000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Product Added,ajs-next-c5a676f3d945780ea5aac37ef1eb7a04,2023-01-27 19:20:26.374000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Product Added,ajs-next-2afd45068e1f3d42e77b9dbd26bfe29f,2023-01-27 19:22:45.472000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Checkout Started,ajs-next-38ec79d8c54c80512707f846226443a0,2023-01-27 19:23:00.890000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Checkout Started,ajs-next-44de790eff89ea2cd9e33f054da89752,2023-01-27 20:48:06.234000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Page,ajs-next-2a959e908d600e94786405a4b9953116,2023-01-27 20:47:53.307000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Page,ajs-next-ec4274c2cd5a00a665a03b96d670aaad,2023-01-27 20:47:08.205000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Page,ajs-next-15478224050b12a12361f405131053dd,2023-01-27 20:46:53.744000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Product Viewed,ajs-next-56a4d787ffd5c49feae70e42328b9c57,2023-01-27 19:19:53.533000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Product Viewed,ajs-next-fa5245440835cf4cf4c8adc8777f9549,2023-01-27 19:22:14.221000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-8bd31269924797f9ddfbe96453b92a1c,2022-11-07 00:33:23.653000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Page,ajs-next-8e8fec619fdf75492e9ac43dc7e74303,2023-01-24 23:38:37.707000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Page,ajs-next-b434ad48fd42a6c1829d5ab3d7ad863c,2023-01-24 19:16:42.867000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Page,ajs-next-ef41c8284a65bfd343d3e947c24cf93c,2023-01-24 22:24:10.646000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Product Added,ajs-next-e61ac806812b3fa6d51ab713a6d57eaf,2023-01-11 18:34:22.595000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Checkout Started,ajs-next-3d06468ebc2542c9c126c4b14ce25a9d,2023-01-11 18:34:56.011000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Checkout Started,ajs-next-d594019b400119861be523d1bca5ebd2,2023-01-11 00:17:35.566000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Checkout Started,ajs-next-2fe092d0363f0d91de3c8ed435793dd1,2023-01-11 02:07:25.238000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Product Viewed,ajs-next-201b4b3ab158124c84de203f681d4913,2023-01-11 18:34:17.556000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Page,ajs-next-636f8d3316129205dd41104377eaf8c9,2023-01-11 18:33:38.203000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Page,ajs-next-59d1c3622a18c2dd575ff758e1f00b4a,2023-01-11 16:29:55.224000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Page,ajs-next-38422e37e456db0974682d82641896bb,2023-01-26 21:00:20.192000
Ozh+QznC5hmgYLPBBHotopjH6MrHHmUFif7BZt7zaR0=,Page,ajs-next-6ae198e6b1e4bac1413ce0ae8ded60a5,2023-01-26 00:36:12.309000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Page,ajs-next-24b50c9cac11c31c55d438699901392a,2022-10-31 14:21:28.170000
fgWcO0AgmN60WdNMPMlkpgIYDhPCmCAaevg2zS3ZnKw=,Page,ajs-next-ccf3c805848bf71b9c05af2be719aa36,2022-10-31 14:21:10.949000
1mZz80IUovW2CofPjgSxdmLcO5i5/64ThtdQ06bl8Kc=,Page,ajs-next-4b5c8b4a4a4337aa19c0f761051bb0f1,2022-10-08 20:43:52.779000
jBI9Tov4z9D7ssRRtV8RGCNFdG+oKrRqyqFgSDG7si4=,Order Completed,df4fb604-dddb-4237-8f61-24da33513984,2022-10-21 14:55:22.000000
jBI9Tov4z9D7ssRRtV8RGCNFdG+oKrRqyqFgSDG7si4=,Order Completed,ccf604e2-94c8-4cfe-ba85-986adcee49d4,2022-10-21 15:15:35.000000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-1c1a2540738b655c2f9afd6779dba2d0,2022-10-21 20:55:44.974000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-51dede21213a322ccd2f6e9fbeabc555,2023-12-20 13:44:11.732000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-ff7b6edba6d6edcc3cb7fcf8accb37bd,2023-12-20 13:44:10.271000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e4aa51cb490d4ec1155c73c46b6d4055,2023-12-20 13:44:05.872000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-278bf148d93b8b7b0612d5006a458fed,2023-12-20 13:44:01.840000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-fa584b5c63ff03ca1e1b8a28ae445efc,2023-12-20 13:44:00.870000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-ce0b25ab6232bc0eb58f6a84e9c35649,2023-12-20 13:44:01.419000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-3f9e82a4987f01b0aa813ab23574d107,2023-12-20 13:44:00.262000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-363f0df6045234bcc9776840c74acc91,2023-12-20 13:42:59.129000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-fa820b78d9e15a4989e6f53774ddcced,2023-12-20 13:53:11.765000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-8a5c5e80788b1e85c2c256f29e30d82c,2023-12-20 13:53:11.920000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-ed688c020841030db319a007fccb98ff,2023-12-20 13:53:08.830000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-c147583ff9ef5f7d4f71288ecc5aca20,2023-12-20 13:53:09.811000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-f5bd7394509297314d00f52664ec7f2e,2023-12-20 13:53:09.395000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-4716ae627f9e06b4984fa470a8ce69a0,2023-12-20 13:53:05.550000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-095ca910bc770f34f1730d24ec967c96,2023-12-20 13:53:06.359000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-4bea06e8be18dbd70209fee48d0531e2,2023-12-20 13:53:02.551000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-6a5f204a15217715d647ed01cb2e28ca,2023-12-20 17:38:41.621000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e746ebe787fd2b30eb2e886d1daa5eeb,2023-12-20 17:37:04.675000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-04623af602058cffba0be4d75c9bdb32,2023-12-20 17:32:51.936000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-5a811aba11fd460399c8b9b4f00807e7,2023-12-20 17:30:55.766000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-1ce181042c80282237b6526cc37df877,2023-12-20 17:30:46.707000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-1319c30e9e67786b9ba4d21fa27fd5bd,2023-12-20 17:30:39.831000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-22ae84fc7780572b73b5292024f0aa87,2023-12-20 17:30:33.079000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-4deac70493cf51fc3eb4081461916a41,2023-12-20 17:30:10.290000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-b7de035f4a708a192e223ba503142880,2023-12-20 17:26:22.790000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-2452e747edda1bb24f87fb9f3babeb82,2023-12-20 14:26:16.470000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-a30bc63a464880f1e48d147f145126b2,2023-12-20 14:26:10.313000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-84ba45fe846bd03e890859e0a53955d7,2023-12-20 14:26:07.103000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-d1cba34829f5eeafd2b8b850987c3749,2023-12-20 14:26:01.180000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-3b0c368d49cf5abdb800326362e690a7,2023-12-20 14:25:55.610000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-dddaa93755dfe0e7331062206cfb3bb2,2023-12-20 14:25:52.540000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-26e36ea83c1605169321d81734ff56f5,2023-12-20 14:25:47.973000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e2830a310b988c643f82504e9dc12d9e,2023-12-20 14:25:44.213000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-96ff78b8ebaa458d1281510608c195c3,2023-12-20 14:25:37.285000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-32671ae2a50c412cbe8fee5aadd772fa,2023-12-20 14:25:31.432000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-c4b2fc4fc08be233a7f11d6da023baa6,2023-12-20 23:07:31.788000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-bd954d45f576e30bef03adcbd9b2b758,2023-12-20 23:07:22.682000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-4e7c7ca3ebbc72079d15c7b12d1cc40a,2023-12-20 23:22:57.629000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-6a71a5f7bf5de03a403040f9bdac7753,2023-12-20 23:23:04.743000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-1212ab4923cdb3ed91a5f072cf56433a,2023-12-20 23:23:01.956000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e7f9aecd2027c6a7ef5ab4141a397c48,2023-12-20 07:05:11.835000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-517c33f9e8c11d5d4afee6a6eb423522,2023-12-20 07:05:04.487000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-ef3ddca5ae10402166f8a9e74679c625,2023-12-20 07:04:57.793000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-90418f64f55069acb1148e658a073a55,2023-12-20 07:04:01.863000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-28ec739c426ec15dc1fbdebb254c231d,2023-12-20 07:03:45.447000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-b733c8b20bc9a8d603a24537b72c1f0c,2023-12-20 07:03:34.526000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-b967c12c5aa45cc0f169eabe381b61b2,2023-12-20 07:03:25.176000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-5251394ad847d8ae836be36a9c7fe839,2023-12-20 07:03:19.333000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-adfd3cf91afe117595b9160e498cbd30,2023-12-20 07:03:11.978000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-91ceb63eddb86561dac1520bc20b4b75,2023-12-20 07:03:02.945000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-9137e6de5c0e73a7a9d6f3bd1e654c1f,2023-12-20 07:02:56.532000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-c565ccb9f73a165cfd385b859c51e977,2023-12-20 07:24:57.739000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-6fdb25db77b125938f1b037eacf5c4aa,2023-12-20 07:24:52.488000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-add1731f2755bd2c5ba6f59d2d9b2fa3,2023-12-20 07:24:51.880000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-f7f585b6e6ce4b97cd063dc5d1b87411,2023-12-20 07:24:43.700000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-fdb128bbe4230d1306d51c67e3f39838,2023-12-20 07:24:43.226000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-11d3154b320ce13c644b7bca3ca88017,2023-12-20 07:13:06.647000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-39fbd87078636d419bf79c9958cc4afe,2023-12-20 07:12:09.591000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e1137b8ff4cb4be09c5d4fa2751b7f3b,2023-12-20 07:11:27.157000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-bfd6536ca83e7685b470a6baeab77a4f,2023-12-20 07:11:19.475000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-a29f2bceb414f2d9fb75c3513b961932,2023-12-20 07:11:08.914000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-33f65d7c013c8e7b60f92f5f00455590,2023-12-20 07:09:54.137000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-105b92950be678b3938af415f5845345,2023-12-20 07:09:44.142000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-bd735bfc0c384846397a7d300267f035,2023-12-20 07:09:39.738000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-c94913997252279bf365a5e7ca4b8f70,2023-12-20 07:09:28.159000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-1c8049d11aa34569776ddea080318c46,2023-12-20 07:09:21.268000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-947246ae5476326e4b12e5ae18887f47,2023-12-20 07:09:11.439000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-df4fa0ef5178244b731e88e055da00be,2023-12-20 07:09:04.616000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-8669e35c1dc0524a56f66ec2f232abd5,2023-12-20 07:08:25.370000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-e389389e87febabee950bf54b87d1ad4,2023-12-20 07:08:22.020000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-fd1652b0b55f6c05e36d4c2a5c6d5f7f,2023-12-20 07:22:22.326000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-412d5be9a796e23f80b677fa2ae2c2f6,2023-12-20 07:19:49.015000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-a2f2c688c6eb0dcd284dcfc3ef507790,2023-12-20 07:05:04.496000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-ec4aa5074e84ce98becb17100af33aae,2023-12-20 07:04:01.872000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-120b7346fa01eedee65453a0f8a7df7c,2023-12-20 07:03:45.457000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-438328b259c7d180532ab30fcae2ac7e,2023-12-20 07:03:34.536000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-3a283e0b1d9db65a8a0f740bdcfe948d,2023-12-20 07:03:25.185000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-42dfa6f22aa4ee763f80a3652438bc09,2023-12-20 07:03:19.341000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-2b79c38da51d0834120e9cf8c67248bf,2023-12-20 07:03:11.988000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-967f4c955e805fb6c932f18188bea19b,2023-12-20 14:26:16.478000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-d262c7ba213bb2cf12651f3a8c837fd0,2023-12-20 14:26:07.110000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-a30e14118b2301815b53bc78d9117332,2023-12-20 14:26:01.194000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-9dc3966922343b9ffbfdb6b825d59171,2023-12-20 14:25:55.617000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-22778f66492f494fc9ff5875c3a0b298,2023-12-20 14:25:52.551000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-b5469d237ead1c286c9856ab5c375829,2023-12-20 14:25:47.983000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-3ce7afc918a26be4d4ef18565e632ed7,2023-12-20 14:25:44.221000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-0b249b014109a885b77c5b1ad3c4a3bb,2023-12-20 13:44:10.280000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-06c314cb25bbfb019e254ff11a201f8d,2023-12-20 13:44:05.880000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-466139eeb29d90ce67bdddaf1df523a2,2023-12-20 13:44:01.871000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-bf5e50dda0437fe8f590ab28c660474a,2023-12-20 13:44:01.430000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-0e2ae87b7fd7ab5a3471703db159a294,2023-12-20 13:44:00.296000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-36261d7f3c5a3fe529bfcd653de26d3f,2023-12-20 13:44:00.896000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-5e8dd1b3c1d079544c1b692482cd1f44,2023-12-20 13:53:11.778000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-d83fcfce30c7ee2e790a98bfef3ca564,2023-12-20 13:53:09.820000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-b3f8b6970f2c96d35afc44bf362d844b,2023-12-20 13:53:09.421000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-188b975badde9a7f582826508fdca905,2023-12-20 13:53:08.848000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-94447c94e5df4c1a1be25db8e46d336e,2023-12-20 13:53:05.566000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-d2de691629faa94e430c0a5689d44ece,2023-12-20 13:53:06.370000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-dfbeb5491cf8618643c1d5e24ae1bafa,2023-12-20 17:38:45.974000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-73db1f0813fd5c2c528d84c7122a885a,2023-12-20 17:38:41.618000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-7c28a29f8ed00481378b1c1d470397bd,2023-12-20 17:26:22.798000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-24e2fcdd924ab03f5cdadda1e917f210,2023-12-20 17:32:51.945000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-d587a54577527a00dafc7c8341eb8f92,2023-12-20 23:22:57.638000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-9d0dc909e966e79d545ffc87e23c2149,2023-12-20 23:23:04.752000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-24f73cdbbb23e7060a8f8003428f49ba,2023-12-20 23:23:01.961000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-774c048da32fea3ef8cc54e434b7c906,2023-12-20 07:24:57.750000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-043d88390b4e389bedaa260d28f613d8,2023-12-20 07:24:52.496000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-4d2fc103349f4d4773019990e575c91d,2023-12-20 07:24:51.901000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-b37dbaf061da5761164c77d2d69f3a03,2023-12-20 07:24:43.709000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-d5f6ef11c2eda6a085c4e69b6be2144e,2023-12-20 07:24:43.236000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-9ce6f4672e04ddb2bea510fccc371d68,2023-12-20 07:09:39.746000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-25375b93cfe7cea8eac35134c8682839,2023-12-20 07:09:28.167000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-fa21a853d366b5ad4ba4af3daa80d369,2023-12-20 07:09:21.276000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-5744b664ad8ce4a0e94e51da9006e7cd,2023-12-20 07:09:11.448000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-dbee32644889324a5ae2aa7bdebf9402,2023-12-20 07:09:04.626000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-5080600d291890395be54eaebd460756,2023-12-20 07:08:25.378000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-5bf8c5451f812fbbdb54cfd3d7bdd4d6,2023-12-20 07:08:22.029000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Product Viewed,ajs-next-57a221bfd70d3e429dbda69b3f0650e0,2023-12-20 07:05:11.843000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Pop-up Email Viewed,599e8040-8a19-44ae-9ad2-c0ed9e25535f,2023-12-20 14:26:00.677000
dtDrmYzgwvt6sdwI5guAc5pInIlRSMW/4xB2RNMJo6s=,Page,ajs-next-28a102e269710e42f43f23637063b571,2023-03-22 23:13:00.928000
dtDrmYzgwvt6sdwI5guAc5pInIlRSMW/4xB2RNMJo6s=,Page,ajs-next-79334d0ddba4696868a19a4b55baab0b,2023-03-22 23:11:02.977000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Checkout Started,ajs-next-4034d14fb5cf41df84b7ee33da376358,2023-09-21 18:13:53.439000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Checkout Started,ajs-next-d53301af1d7a2001f878e842e252ad6c,2023-09-21 18:12:59.937000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Checkout Started,ajs-next-263787239f96bc51e1d83b509f44f56b,2023-09-21 18:12:28.538000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Product Added,ajs-next-f0acfa32a8627be595a7634dcb833c6d,2023-09-21 18:11:52.850000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-963fb53344ad5ecf1d268017e167f1be,2023-09-21 18:03:06.541000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-707ca1c03a98bf453b72ff47e513ae0a,2023-09-21 18:10:28.018000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-59eb5729c8af83e8cdb0c7c499c28719,2023-09-21 18:13:40.655000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Page,ajs-next-f341981df6f75b5bbcf389f9a839005e,2023-09-21 18:12:45.342000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Product Viewed,ajs-next-30c00cbeb937c55dc243188491665756,2023-09-21 18:11:37.423000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Product Viewed,ajs-next-f771914f5ae305b7f777c8148f98fcde,2023-09-21 18:11:16.165000
c0FaP2V/PLn2bzctrX2Rdkvg9NjL1+QAKk4ErOcmnZc=,Product Viewed,ajs-next-5ad2713351b9501218c583978cab117a,2023-09-21 18:05:54.877000
cVfPFN8m0wixD6ZQkfkdjmlcDIH+8OEQKSewRE1Hg80=,Order Completed,98892b2a-68b0-4510-b392-693fe4983339,2023-08-02 20:14:13.000000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Checkout Started,ajs-next-a3f4f25ea5473975eabe0d2640384521,2023-12-19 12:32:24.710000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Checkout Started,ajs-next-d14eaf924097193e859d0e18eea9c08c,2023-12-19 19:27:12.223000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-7d1bcc50f62e4f04fc3f04611a976f8d,2023-12-19 12:55:53.494000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-8f045849c5855578c7e8f8727a38772c,2023-12-19 12:55:45.041000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-4e1a85c881789cf4bc2f87736181a657,2023-12-19 12:55:40.833000
d2876433-8da4-4e4a-9ea6-a5a72e6a96bf,Page,ajs-next-284c20ac991a186cc9dd240bc99e9413,2023-12-19 12:55:39.644000
