timestamp,id,funnel_id,total_price,without_discount_price,variant_item_1,variant_item_2,variant_item_3,variant_item_4,variant_item_5
2024-03-28 17:50:29.533000,ajs-next-ee24e561c9dd1fb439f253dc16f3bb50,573,34.99,null,TRU-LAB3-10210-L-BLK,,,,
2024-04-11 00:24:39.849000,ajs-next-864a67342f258653dedac809069dec99,609,34.99,null,TRU-LAB3-10210-L-BLK,,,,
2024-02-20 21:51:17.699000,ajs-next-87d9a269c669aa04fd0b66afbf4d8d14,66,55.97,null,EMP-HWL-42002-L-BLK,SHE-CSL-41402-XL-BLK,,,
2024-01-25 15:40:44.358000,ajs-next-ca294bd7e09de94b124c42539006cb3c,63,36.18,null,SHE-SNC-62001-S-BLK,,,,
2024-04-04 16:39:39.432000,ajs-next-a76967208236be196bb5b0e017bfaa49,66,75.09,null,TRU-SPB-10022-S-BLK,TRU-CSB-10400-S-BLK,,,
2024-04-09 12:28:20.078000,ajs-next-59c308f3a70e4a0722b209f84145b331,80,57.98,null,TRU-SPB-10022-S-BLK,,,,
2024-03-27 15:44:03.281000,ajs-next-f9efb76a4458585f5b076e08c261b03e,68,25.99,null,SHE-HWS-55021-S-BGE,,,,
2024-01-31 16:56:02.641000,ajs-next-9e35c106d7b1d00e4d15aebc9ea58d37,61,26.99,null,TRU-WSB-10024-XL-BLK,,,,
2024-04-08 15:14:49.007000,ajs-next-736cbcc51344114a5f27aeec2362a5cf,66,33.1,null,TRU-CSB-10400-2XL-BGE,,,,
2024-01-05 04:51:07.930000,ajs-next-7bb77b5e9a8a891870f634fbc29caa14,121,65.98,null,TRU-LAB3-10210-XL-BLK,,,,
2024-03-16 03:30:08.289000,ajs-next-efba5e24250e860bbfef5f7faa37c022,60,44.48,null,EMP-SP-SL-54001-XLXXL-SND,SHE-HWS-55021-XLXXL-BLK,SHE-SNC-62001-XXL-BLK,,
2024-04-09 18:44:21.454000,ajs-next-5b31a85248b95fcb171e31bb9f2cbe0d,66,49.98,null,SMNT-WB-22428-LTGRAY,SHE-SNC-62001-S-MBR,SHE-SNB-95001-S-MBR,,
2024-03-18 15:35:53.681000,ajs-next-02e62739b2d59bf8b0719edda901af3f,63,78.98,null,TRU-SPB-10022-S-BLK,SHE-SNC-62001-S-NUD,,,
