,n_estimators,criterion,max_depth,min_samples_split,max_features,bootstrap,max_samples,random_state,n_jobs,rmspe_train,rmspe_val,algoritmo,tiempo_min
0,76,squared_error,8,71,0.7166592909864384,True,0.5282533516988277,42,-1,0.35436448527680986,0.37635892531210685,RandomForestRegressor,0.0
0,64,friedman_mse,8,68,0.7504000237763313,True,0.7003516827241207,42,-1,0.34706048084344554,0.36863111139600724,RandomForestRegressor,0.0
0,64,squared_error,14,75,0.5808856724406005,True,0.6255021616555114,42,-1,0.352291787365382,0.37418002293232056,RandomForestRegressor,0.0
0,57,friedman_mse,12,66,0.5035183469454405,True,0.48012168845902903,42,-1,0.3516787483191086,0.37353357536610293,RandomForestRegressor,0.0
0,51,poisson,9,68,0.41059480088054645,True,0.24751832271702906,42,-1,0.3411031895951491,0.36220609280231747,RandomForestRegressor,0.0
0,56,poisson,6,65,0.3850805632027492,True,0.39464020567865316,42,-1,0.3534576326327554,0.3754068570145332,RandomForestRegressor,0.0
0,71,friedman_mse,9,95,0.44125183804317913,True,0.29051889674524783,42,-1,0.35138399954449523,0.37322242581377013,RandomForestRegressor,0.0
0,52,poisson,14,66,0.3290034760192664,True,0.7447585104451298,42,-1,0.31741016792257537,0.3347345867630789,RandomForestRegressor,0.0
0,70,friedman_mse,8,86,0.3256819510030317,True,0.21878465811035197,42,-1,0.34739769082364785,0.36899116027562323,RandomForestRegressor,0.0
0,72,poisson,13,66,0.34948587462239966,True,0.5744627614418986,42,-1,0.35350183202828367,0.37545330458027115,RandomForestRegressor,0.0
0,78,poisson,5,93,0.5819602853668682,True,0.34678987886185375,42,-1,0.3518125389595115,0.37367473764392156,RandomForestRegressor,0.0
0,58,squared_error,15,64,0.30108698120508026,True,0.7377601585268871,42,-1,0.30216562682289566,0.3154693658960442,RandomForestRegressor,0.0
0,54,poisson,9,60,0.44579169655258305,True,0.6614372701047808,42,-1,0.3166383873825923,0.33348610201902584,RandomForestRegressor,0.0
0,58,squared_error,13,66,0.5625343479527679,True,0.6876635813389822,42,-1,0.3413783702714655,0.3623708373747463,RandomForestRegressor,0.0
0,60,poisson,5,87,0.6305421434482803,True,0.4676308489347821,42,-1,0.3518510279867564,0.37371533897439974,RandomForestRegressor,0.0
0,50,poisson,7,94,0.38105400219512275,True,0.7713163026565917,42,-1,0.348955983821642,0.37065054851327595,RandomForestRegressor,0.0
0,60,poisson,12,86,0.5442302376575515,True,0.4641612931140636,42,-1,0.3518510279867564,0.37371533897439974,RandomForestRegressor,0.0
0,76,squared_error,15,81,0.22124858495612032,True,0.43350824137533434,42,-1,0.35410469834646086,0.3760863795417911,RandomForestRegressor,0.0
0,55,friedman_mse,9,76,0.26275582890554455,True,0.7299639511204019,42,-1,0.35137192966676656,0.37320967959052936,RandomForestRegressor,0.0
0,61,poisson,7,79,0.5808830122535351,True,0.5745068862789823,42,-1,0.35318162585434126,0.37511670681877035,RandomForestRegressor,0.0
0,80,squared_error,15,68,0.2392216311432988,True,0.4461972134765967,42,-1,0.3531591313893899,0.37509305169105944,RandomForestRegressor,0.0
0,76,squared_error,14,87,0.6562035409963429,True,0.7983183955061668,42,-1,0.3531713769869093,0.3751059292830123,RandomForestRegressor,0.0
0,52,poisson,15,60,0.7187184881951096,True,0.4049163930469968,42,-1,0.35245879247066186,0.37435596713338715,RandomForestRegressor,0.0
0,67,poisson,14,94,0.32987223849304326,True,0.4845052363294321,42,-1,0.35138210639307565,0.3732204266028101,RandomForestRegressor,0.0
0,53,squared_error,5,82,0.4984898675220167,True,0.6169983373899461,42,-1,0.3506329401611804,0.37242855943706354,RandomForestRegressor,0.0
0,78,squared_error,8,71,0.6414472655178962,True,0.32906721276919965,42,-1,0.3515507420878169,0.373398473694318,RandomForestRegressor,0.0
0,75,friedman_mse,9,66,0.6916151047762105,True,0.7382163249940557,42,-1,0.3123912898526047,0.3291440549214085,RandomForestRegressor,0.0
0,72,poisson,7,86,0.40079624597179114,True,0.6125072782121901,42,-1,0.35319800988486477,0.3751339354680966,RandomForestRegressor,0.0
0,53,friedman_mse,15,83,0.2856849182631735,True,0.7823605152659805,42,-1,0.3501637370099755,0.3719318573437875,RandomForestRegressor,0.0
0,79,squared_error,8,80,0.7567106758939068,True,0.615711432818046,42,-1,0.3535155992407947,0.37546777111240665,RandomForestRegressor,0.0
0,72,squared_error,11,83,0.42381582707051907,True,0.2522362043777565,42,-1,0.3481419416495143,0.36978459174244055,RandomForestRegressor,0.0
0,80,friedman_mse,5,87,0.350795519865758,True,0.7582371030214998,42,-1,0.35267971725781444,0.374588611934029,RandomForestRegressor,0.0
0,53,squared_error,11,92,0.2915495289270189,True,0.3137804151709226,42,-1,0.3440711012577154,0.36542308411868935,RandomForestRegressor,0.0
0,60,squared_error,7,61,0.2666387611775459,True,0.5307173398353926,42,-1,0.3535830823070442,0.37553867560479043,RandomForestRegressor,0.0
0,77,poisson,15,64,0.495208916065009,True,0.6939030710631447,42,-1,0.33499901480726557,0.35464848770651214,RandomForestRegressor,0.0
0,69,poisson,10,65,0.5873919291794982,True,0.733759228251788,42,-1,0.3125518062789141,0.32567453309129724,RandomForestRegressor,0.0
0,68,friedman_mse,8,66,0.28104517279467023,True,0.7278624563872675,42,-1,0.32059254063320464,0.33782298298673974,RandomForestRegressor,0.0
0,61,poisson,9,70,0.22910965246218615,True,0.2995132732457291,42,-1,0.35103548253744754,0.3728542279688972,RandomForestRegressor,0.0
0,59,poisson,7,89,0.7511368258540916,True,0.22078896461603828,42,-1,0.345328305833379,0.36677590582630554,RandomForestRegressor,0.0
0,58,squared_error,8,91,0.71865611570249,True,0.48070336183959383,42,-1,0.3519548867241995,0.3738248789428786,RandomForestRegressor,0.0
0,57,friedman_mse,13,77,0.3694425604023801,True,0.7047473561633657,42,-1,0.3510741517560746,0.3728950963832458,RandomForestRegressor,0.0
0,55,friedman_mse,14,86,0.3556441965948783,True,0.47411764283823354,42,-1,0.35147722545396903,0.37332086311794727,RandomForestRegressor,0.0
0,71,squared_error,15,81,0.6035841114111147,True,0.6557658686186345,42,-1,0.35390350792357894,0.37587520164210664,RandomForestRegressor,0.0
0,57,squared_error,10,66,0.7004232017527321,True,0.4982505634220932,42,-1,0.35254224928478956,0.3744438653454747,RandomForestRegressor,0.0
0,52,friedman_mse,6,87,0.6790641418237143,True,0.2451786862903559,42,-1,0.3430949407632994,0.3643687633091062,RandomForestRegressor,0.0
0,77,poisson,5,90,0.37176945841682063,True,0.5882409439742136,42,-1,0.35369478547269123,0.3756560187112485,RandomForestRegressor,0.0
0,73,friedman_mse,5,87,0.4662284005830743,True,0.2847162495378882,42,-1,0.3506675609230672,0.3724651859609503,RandomForestRegressor,0.0
0,73,poisson,15,63,0.5661483465182916,True,0.5877072073878062,42,-1,0.35338584794099187,0.37533141122592834,RandomForestRegressor,0.0
0,65,friedman_mse,13,85,0.5866935954076282,True,0.3917362826648688,42,-1,0.3558703557543235,0.37793577840656123,RandomForestRegressor,0.0
0,55,poisson,10,77,0.22758400984996977,True,0.3452044294260875,42,-1,0.3474205963831096,0.36901560449296683,RandomForestRegressor,0.0
0,66,squared_error,8,90,0.580743327425028,True,0.3325315122739171,42,-1,0.35192905592122004,0.3737976376879818,RandomForestRegressor,0.0
0,65,friedman_mse,11,71,0.38121664027960234,True,0.48115293382575114,42,-1,0.3527951808842806,0.37471015354225107,RandomForestRegressor,0.0
0,63,squared_error,5,94,0.35066396092425045,True,0.6133833375622502,42,-1,0.35199993669812935,0.3738723847988516,RandomForestRegressor,0.0
0,63,squared_error,13,62,0.6009201753478606,True,0.3566072144408232,42,-1,0.3531959580489111,0.37513177789228946,RandomForestRegressor,0.0
0,73,friedman_mse,6,91,0.321708753807276,True,0.22640745442339985,42,-1,0.3477011725149577,0.3693148981126597,RandomForestRegressor,0.0
0,78,poisson,15,64,0.7898728707713418,True,0.5603017904043956,42,-1,0.35370081904787104,0.37566235609343046,RandomForestRegressor,0.0
0,50,squared_error,11,69,0.6255725882031569,True,0.5819798704490107,42,-1,0.3498071432947017,0.3715539664705519,RandomForestRegressor,0.0
0,56,poisson,5,80,0.5795427504460227,True,0.29672127437855983,42,-1,0.34722312902907393,0.36880481947693927,RandomForestRegressor,0.0
0,66,squared_error,14,71,0.6659744726234753,True,0.7594129319923641,42,-1,0.34207390885584393,0.3632621006964847,RandomForestRegressor,0.0
0,77,squared_error,8,87,0.29896443332035205,True,0.30292776345280964,42,-1,0.35088779116779373,0.3726981011551202,RandomForestRegressor,0.0
0,65,poisson,13,64,0.39301543610834166,True,0.4607825766303511,42,-1,0.3537179564754113,0.3756803559737202,RandomForestRegressor,0.0
0,51,poisson,11,62,0.4804598790747395,True,0.21536703602932736,42,-1,0.3397214919081102,0.36069605628626344,RandomForestRegressor,0.0
0,67,friedman_mse,5,81,0.6920325585744634,True,0.719720258774273,42,-1,0.35193944078242356,0.3738085898001051,RandomForestRegressor,0.0
0,59,poisson,15,91,0.29460708490597504,True,0.7122199359826671,42,-1,0.35065153680671085,0.3724482338786182,RandomForestRegressor,0.0
0,53,friedman_mse,9,72,0.7969474588689247,True,0.5582593249105476,42,-1,0.35069382835925916,0.3724929730886145,RandomForestRegressor,0.0
0,51,poisson,11,86,0.6897668608941832,True,0.5268651810720801,42,-1,0.351084685144826,0.37290622815199376,RandomForestRegressor,0.0
0,79,friedman_mse,5,60,0.2880736826991478,True,0.6330030551615433,42,-1,0.3256338887473523,0.34458673396116835,RandomForestRegressor,0.0
0,56,squared_error,15,78,0.6863159271652698,True,0.37147005114870035,42,-1,0.3512098650317713,0.37303849718201837,RandomForestRegressor,0.0
0,60,poisson,7,86,0.7039904645065511,True,0.39178576462769266,42,-1,0.353680768507096,0.3756412956248599,RandomForestRegressor,0.0
0,55,poisson,7,88,0.28663998138908664,True,0.30255937267139543,42,-1,0.34515092369910283,0.3665853652177588,RandomForestRegressor,0.0
0,65,friedman_mse,5,83,0.2351301964357259,True,0.6388008192089825,42,-1,0.35230361934240223,0.37419249049132425,RandomForestRegressor,0.0
0,62,squared_error,7,60,0.6017352758264074,True,0.44706101513022645,42,-1,0.353380443395755,0.37532573055017654,RandomForestRegressor,0.0
0,66,friedman_mse,8,94,0.7575238895326051,True,0.3904062167201876,42,-1,0.3551610054098605,0.37719361468195756,RandomForestRegressor,0.0
0,58,squared_error,15,66,0.6030609324728992,True,0.6015813816015703,42,-1,0.3513936376069528,0.37323260368419503,RandomForestRegressor,0.0
0,74,friedman_mse,12,91,0.33149660042296436,True,0.6966362160389468,42,-1,0.35348273444715717,0.3754332361792314,RandomForestRegressor,0.0
0,54,poisson,6,62,0.34791387449469774,True,0.3884386748924795,42,-1,0.3521868113705593,0.3740693927255859,RandomForestRegressor,0.0
0,71,squared_error,5,78,0.6770954983725747,True,0.5005654868323186,42,-1,0.3539067914687549,0.3758786489392912,RandomForestRegressor,0.0
0,73,squared_error,7,77,0.6747791295018363,True,0.3043020804077069,42,-1,0.3506714328749148,0.37246928203774704,RandomForestRegressor,0.0
0,62,friedman_mse,11,67,0.7963766268695502,True,0.33398782221838286,42,-1,0.3516782219358329,0.3735330198904659,RandomForestRegressor,0.0
0,64,squared_error,9,79,0.7538987005551585,True,0.6911257036855685,42,-1,0.35245643409520605,0.3743534830018127,RandomForestRegressor,0.0
0,65,squared_error,14,73,0.5624865056502447,True,0.23908856415487878,42,-1,0.349291409685123,0.3710068111732134,RandomForestRegressor,0.0
0,72,squared_error,6,72,0.5590185641725365,True,0.7322915207072831,42,-1,0.3512430335823966,0.37307353731635673,RandomForestRegressor,0.0
0,80,poisson,13,83,0.20225822778807195,True,0.34670952363503893,42,-1,0.35120986503177104,0.37303849718201804,RandomForestRegressor,0.0
0,66,poisson,13,71,0.5187420606712778,True,0.32609567670556916,42,-1,0.3510263866889853,0.3728446142551528,RandomForestRegressor,0.0
0,61,squared_error,13,91,0.39327914704593975,True,0.7753952103513146,42,-1,0.3510354825374475,0.37285422796889706,RandomForestRegressor,0.0
0,56,poisson,6,81,0.46174989622863827,True,0.7212823450553849,42,-1,0.35187321875329963,0.37373874588838696,RandomForestRegressor,0.0
0,74,squared_error,15,87,0.6218930630547659,True,0.41546911736571657,42,-1,0.355765371093843,0.37782600607852235,RandomForestRegressor,0.0
0,63,poisson,10,81,0.41410066420307334,True,0.6243323956915219,42,-1,0.3518843983833225,0.3737505377396552,RandomForestRegressor,0.0
0,50,friedman_mse,9,67,0.2166548327352888,True,0.25014518394829205,42,-1,0.33951560265243247,0.3604703100734434,RandomForestRegressor,0.0
0,52,squared_error,7,88,0.5110203682247461,True,0.2617614005472663,42,-1,0.3420761346403371,0.3632645176175717,RandomForestRegressor,0.0
0,73,poisson,14,69,0.2705891309151816,True,0.2908331730112671,42,-1,0.35202454430029345,0.373898331728702,RandomForestRegressor,0.0
0,70,friedman_mse,13,88,0.47848684451429097,True,0.4972659625286922,42,-1,0.35292978168974554,0.3748517989465561,RandomForestRegressor,0.0
0,75,poisson,6,83,0.7660832139775617,True,0.422573948747925,42,-1,0.35446893743284125,0.376468464046295,RandomForestRegressor,0.0
0,76,poisson,6,86,0.20316814730342483,True,0.5902504531066307,42,-1,0.3534844838198562,0.37543507451651353,RandomForestRegressor,0.0
0,66,friedman_mse,10,82,0.4318469869745834,True,0.3988092801078028,42,-1,0.3557389888715548,0.3777984170072202,RandomForestRegressor,0.0
0,76,poisson,12,68,0.7733952908810255,True,0.5536670726354636,42,-1,0.3536050413094377,0.375561745634383,RandomForestRegressor,0.0
0,58,poisson,8,93,0.40494653031835465,True,0.2967262693574606,42,-1,0.3487722824682215,0.3704552996797171,RandomForestRegressor,0.0
0,61,squared_error,6,77,0.7991875180792873,True,0.5742498346510064,42,-1,0.35318162585434126,0.37511670681877035,RandomForestRegressor,0.0
0,56,poisson,12,93,0.4708711569158012,True,0.2514807241315622,42,-1,0.3444660313996061,0.3658486485780468,RandomForestRegressor,0.0
0,51,squared_error,10,87,0.663000314940933,True,0.7356615959856763,42,-1,0.34949584383704135,0.37122378929899263,RandomForestRegressor,0.0
0,62,squared_error,13,80,0.784769169819789,True,0.4887681152439803,42,-1,0.35281096870259476,0.3747267699146759,RandomForestRegressor,0.0
0,51,poisson,5,67,0.44776659944906644,True,0.23345121796438173,42,-1,0.3388565551733281,0.35974636499332296,RandomForestRegressor,0.0
0,79,squared_error,11,89,0.6438618128623279,True,0.31683087460706305,42,-1,0.3499240207600725,0.3716778625697816,RandomForestRegressor,0.0
0,75,friedman_mse,13,60,0.43781865281219523,True,0.5417405661580652,42,-1,0.3536631275070302,0.37562276528645916,RandomForestRegressor,0.0
0,68,squared_error,14,65,0.2703700795681926,True,0.37530623834430554,42,-1,0.35319397330890195,0.37512969086062015,RandomForestRegressor,0.0
0,54,friedman_mse,5,93,0.4655127466041661,True,0.7663801829805486,42,-1,0.350737892278658,0.3725395822084834,RandomForestRegressor,0.0
0,65,friedman_mse,11,64,0.5136587284825596,True,0.6731640771542771,42,-1,0.3305044811945317,0.35042232195769707,RandomForestRegressor,0.0
0,67,squared_error,8,93,0.38185357489689936,True,0.6625352227189898,42,-1,0.35262903986884025,0.3745352566597013,RandomForestRegressor,0.0
0,52,squared_error,8,74,0.5157883225247338,True,0.5085818659836019,42,-1,0.3519027029143682,0.3737698439884883,RandomForestRegressor,0.0
0,67,squared_error,5,61,0.21742842347315308,True,0.7056525387779395,42,-1,0.3074135841454351,0.32147518097572364,RandomForestRegressor,0.0
0,70,friedman_mse,9,71,0.43522644036882735,True,0.5851107151343402,42,-1,0.35311597778664955,0.37504766807959894,RandomForestRegressor,0.0
0,66,friedman_mse,15,82,0.42025823883231894,True,0.5727551222659051,42,-1,0.35262662805146816,0.3745327172414616,RandomForestRegressor,0.0
0,57,squared_error,13,66,0.390538875816428,True,0.7265659104645603,42,-1,0.3171222515638883,0.33353396570790633,RandomForestRegressor,0.0
0,78,squared_error,7,67,0.27276500401007253,True,0.29223265329586046,42,-1,0.3514394984178395,0.37328102979773703,RandomForestRegressor,0.0
0,77,squared_error,6,78,0.30621062773309105,True,0.2857594523975109,42,-1,0.3501796210602191,0.3719486820019181,RandomForestRegressor,0.0
